real,imag,normal_IM_type,IM_type,RF_type,SA_type,time
-25.149654283366658,-1.6652024553587428,20,21,21,32,1
-33.36269860928246,0.0,23,22,22,8,1
-33.37665780960747,0.0,22,81,81,80,1
-33.37161242188158,0.0,24,24,24,24,1
-33.37349484309609,0.00029190472131380985,25,25,25,25,1
-33.37349484309609,-0.00029190472131380985,26,26,26,41,1
-24.565730269705988,0.0,27,27,27,27,1
-24.45000618478114,0.12153699504899851,28,28,28,9,1
-24.45000618478114,-0.12153699504899851,29,29,29,75,1
-24.431006766581362,0.0,30,30,30,47,1
-6.3937546348171015,10.945475577811159,32,31,31,61,1
-6.3937546348171015,-10.945475577811159,33,32,32,1,1
-24.514638353684024,0.0,31,33,33,21,1
-14.395999246347557,1.5352555600192412,34,34,34,3,1
-14.395999246347557,-1.5352555600192412,35,35,35,11,1
-14.265820267058604,0.0,36,36,36,51,1
-13.34727986536398,0.0,37,37,37,2,1
-11.913307544838538,0.0,38,14,14,0,1
-11.637221960377996,0.0,39,6,6,64,1
-10.524855009659765,0.0,42,40,40,63,1
-10.793608671763165,0.0,41,41,41,31,1
-8.685686465248576,0.0,40,60,60,62,1
-9.96045823880059,0.0,44,43,43,81,1
-11.55666461055563,0.0,43,44,44,29,1
-9.31669746905804,0.0,45,45,45,83,1
-6.95388372505826,0.0,46,46,46,49,1
-5.399683986239543,0.0,47,47,47,66,1
-4.549274810070678,0.0,48,48,48,84,1
-3.4208952546566493,0.0,49,49,49,50,1
-0.9099542766589386,0.32973499537984613,50,13,13,55,1
-0.9099542766589386,-0.32973499537984613,51,51,51,33,1
-0.3517951904400554,0.40317330776410265,52,52,52,46,1
-0.3517951904400554,-0.40317330776410265,53,75,75,77,1
-0.26659403565586326,0.3485368902656886,54,53,53,54,1
-0.26659403565586326,-0.3485368902656886,55,55,55,69,1
-0.2699777202726932,0.2804014721329488,56,56,56,18,1
-0.2699777202726932,-0.2804014721329488,57,57,57,19,1
-0.3119413807737642,0.3079866881322561,58,58,58,85,1
-0.3119413807737642,-0.3079866881322561,59,59,59,23,1
-0.24413688274941586,0.13257943192256902,81,23,23,65,1
-0.24413688274941586,-0.13257943192256902,84,84,84,34,1
-1.987828049828366,0.0,62,62,62,70,1
-1.9978490407481508,0.0,68,63,63,20,1
-1.996991600567309,0.0,64,64,64,78,1
-0.23897826766865127,0.1114651854729715,65,65,65,71,1
-0.23897826766865127,-0.1114651854729715,66,66,66,42,1
-1.9926052053406644,0.0,61,42,42,37,1
-1.9954127238251147,0.0,60,61,61,38,1
-1.9903292256891187,0.0,69,69,69,40,1
-0.1817994929781769,0.0,70,70,70,13,1
-0.1942676593364974,0.0,71,71,71,86,1
-0.19831435657276858,0.0,72,72,72,60,1
-0.19909179774219665,0.0,73,73,73,57,1
-0.19955811522088518,0.0,74,74,74,17,1
-0.19946257027424066,0.0,75,68,68,10,1
-10.0,0.0,76,78,78,82,1
-0.1,0.0,77,77,77,44,1
-5.0,0.0,78,67,67,67,1
-0.00010001000100010001,0.0,79,79,79,53,1
-0.00010001000100010001,0.0,80,80,80,52,1
-0.00010001000100010001,0.0,67,76,76,16,1
-0.00010001000100010001,0.0,82,82,82,22,1
-0.00010001000100010001,0.0,83,83,83,79,1
-0.00010001000100010001,0.0,85,85,85,56,1
-0.00010001000100010001,0.0,63,54,54,68,1
-0.00010001000100010001,0.0,86,86,86,59,1
-52.63760665358394,0.0,0,0,0,25,2
-0.6769223082113944,34.798177853465994,1,1,1,84,2
-0.6769223082113944,-34.798177853465994,2,2,2,7,2
-1.1634206682541168,24.899597680358504,3,3,3,48,2
-1.1634206682541168,-24.899597680358504,4,4,4,9,2
-34.811999769916454,0.0,21,52,52,82,2
-0.6048108388239433,18.783841592888,5,68,68,5,2
-0.6048108388239433,-18.783841592888,6,7,7,27,2
-0.907461423628678,17.96484209475995,7,8,8,52,2
-0.907461423628678,-17.96484209475995,8,9,9,73,2
-0.08590634233756755,15.927556805359872,9,10,10,3,2
-0.08590634233756755,-15.927556805359872,10,11,11,32,2
-1.3193967191863623,15.426746731033015,13,12,12,53,2
-1.3193967191863623,-15.426746731033015,14,51,51,28,2
-33.354480000891634,0.0,23,77,77,49,2
-33.3621927474175,0.0,24,15,15,22,2
-33.37757107365557,0.0,25,16,16,44,2
-33.37407332397227,0.0006571900594923321,11,17,17,86,2
-33.37407332397227,-0.0006571900594923321,22,55,55,12,2
-25.10917775407352,4.070037762324435,17,19,19,2,2
-25.10917775407352,-4.070037762324435,18,20,20,70,2
-33.37194742437231,0.0,26,21,21,37,2
-0.802834088398613,14.210972801586665,15,83,83,13,2
-0.802834088398613,-14.210972801586665,16,85,85,21,2
-25.204242629470492,1.643354343333182,19,24,24,24,2
-25.204242629470492,-1.643354343333182,20,25,25,10,2
-23.697683462256556,0.4981150216385476,12,26,26,50,2
-23.697683462256556,-0.4981150216385476,27,27,27,42,2
-8.470622324826515,10.812921914630408,32,28,28,14,2
-8.470622324826515,-10.812921914630408,33,29,29,75,2
-24.433883862856526,0.0,30,30,30,23,2
-24.5799291849362,0.0,29,31,31,64,2
-24.512554259167292,0.0,28,32,32,61,2
-24.532312489998468,0.0,31,33,33,26,2
-14.495317752570589,1.8062284851927284,34,34,34,39,2
-14.495317752570589,-1.8062284851927284,35,35,35,43,2
-14.231254198633136,0.0,36,36,36,56,2
-13.112058135859158,0.0,37,37,37,31,2
-11.842251693446165,0.0,38,78,78,79,2
-10.031344797048941,0.0,76,67,67,54,2
-10.838279371226788,0.06847393386365513,42,40,40,63,2
-10.838279371226788,-0.06847393386365513,41,41,41,47,2
-11.554477627808788,0.0,39,60,60,55,2
-11.559513714408316,0.0,43,43,43,62,2
-8.661724696230914,0.0,40,44,44,16,2
-9.274840944429421,0.0,45,45,45,15,2
-7.043532698764053,0.0,46,46,46,71,2
-5.467680225474119,0.0,47,47,47,76,2
-4.525167121423889,0.0,48,5,5,18,2
-3.400926007232922,0.0,49,49,49,67,2
-0.8937259855896169,0.3423564223768046,50,13,13,34,2
-0.8937259855896169,-0.3423564223768046,51,50,50,74,2
-0.34304178575261257,0.3959900133339593,52,48,48,38,2
-0.34304178575261257,-0.3959900133339593,79,79,79,11,2
-0.2563801945991817,0.3463862760005483,54,73,73,85,2
-0.2563801945991817,-0.3463862760005483,55,18,18,81,2
-0.30254111326133026,0.300105362056301,56,56,56,4,2
-0.30254111326133026,-0.300105362056301,57,57,57,59,2
-0.2662250724294545,0.25660599841213194,58,58,58,66,2
-0.2662250724294545,-0.25660599841213194,59,59,59,45,2
-1.9871537002693653,0.0,68,80,80,83,2
-1.9977575314855651,0.0,69,76,76,19,2
-1.9970040906618083,0.0,66,62,62,80,2
-0.23980119089857582,0.0936140149405544,65,63,63,0,2
-0.23980119089857582,-0.0936140149405544,64,64,64,60,2
-1.9926985269926736,0.0,60,65,65,77,2
-1.9953142169258125,0.0,62,66,66,57,2
-1.989807430237466,0.0,61,42,42,68,2
-0.1417019990908825,0.0,67,61,61,6,2
-0.24916557787058508,0.035154422125068606,75,69,69,8,2
-0.24916557787058508,-0.035154422125068606,70,70,70,36,2
-0.18499695548606176,0.0,71,71,71,29,2
-0.19808558631905107,0.0,72,72,72,40,2
-0.19902476417222312,0.0,73,86,86,33,2
-0.19955015777183988,0.0,74,74,74,20,2
-0.19943081398323054,0.0,53,75,75,65,2
-10.0,0.0,44,6,6,1,2
-0.1,0.0,77,39,39,58,2
-5.0,0.0,78,14,14,46,2
-0.00010001000100010001,0.0,86,38,38,69,2
-0.00010001000100010001,0.0,80,53,53,72,2
-0.00010001000100010001,0.0,85,84,84,41,2
-0.00010001000100010001,0.0,81,23,23,51,2
-0.00010001000100010001,0.0,83,22,22,30,2
-0.00010001000100010001,0.0,63,54,54,17,2
-0.00010001000100010001,0.0,84,81,81,35,2
-0.00010001000100010001,0.0,82,82,82,78,2
-52.755652294811185,0.0,0,0,0,15,3
-0.7203266367712704,34.00370456364327,1,1,1,2,3
-0.7203266367712704,-34.00370456364327,2,3,3,17,3
-1.073079305570288,24.74652961431909,3,2,2,63,3
-1.073079305570288,-24.74652961431909,4,4,4,9,3
-35.08920988899238,0.0,21,48,48,55,3
-0.6325798932053104,18.44967685244591,5,75,75,79,3
-0.6325798932053104,-18.44967685244591,6,7,7,34,3
-0.822460817855017,17.559244582984057,7,8,8,20,3
-0.822460817855017,-17.559244582984057,8,9,9,54,3
-0.021004559998881067,14.942347446038616,9,11,11,5,3
-0.021004559998881067,-14.942347446038616,10,10,10,52,3
-1.2545654052120958,14.84460537410436,13,12,12,57,3
-1.2545654052120958,-14.84460537410436,14,53,53,29,3
-25.019642122750913,3.883552401059522,17,39,39,14,3
-25.019642122750913,-3.883552401059522,18,15,15,12,3
-0.720691482818276,13.680575064779646,15,16,16,75,3
-0.720691482818276,-13.680575064779646,16,17,17,39,3
-25.258928809133195,1.647284267528453,19,55,55,26,3
-25.258928809133195,-1.647284267528453,20,19,19,59,3
-33.37854970873623,0.0,11,20,20,0,3
-33.360839951367,0.002512950620006084,26,21,21,40,3
-33.360839951367,-0.002512950620006084,22,81,81,56,3
-33.37469494375407,0.0009715908379926058,23,83,83,74,3
-33.37469494375407,-0.0009715908379926058,25,24,24,24,3
-11.124575408470848,10.855409868666344,32,25,25,10,3
-11.124575408470848,-10.855409868666344,33,26,26,50,3
-33.372374108588325,0.0,24,27,27,82,3
-24.16227439024706,0.0,12,28,28,35,3
-24.57896221568643,0.0,31,29,29,62,3
-24.43735872282182,0.0,30,30,30,38,3
-24.532254846624298,0.0,29,31,31,16,3
-24.523489601364222,0.0,28,32,32,69,3
-17.91221659681179,0.0,27,33,33,78,3
-14.632970795637863,1.984758619257883,34,34,34,4,3
-14.632970795637863,-1.984758619257883,35,35,35,53,3
-14.151773305904102,0.0,36,36,36,21,3
-12.85696127522343,0.0,37,37,37,1,3
-11.40411484416698,0.29279401385796106,38,14,14,44,3
-11.40411484416698,-0.29279401385796106,39,38,38,86,3
-10.059167235911353,0.0,42,40,40,85,3
-10.857116642732349,0.0,41,61,61,64,3
-8.623317549438026,0.0,40,64,64,7,3
-11.711538176350821,0.0,43,43,43,37,3
-11.56034706240428,0.0,45,44,44,43,3
-7.134060236660725,0.0,46,45,45,73,3
-9.235039346132291,0.0,76,46,46,49,3
-5.522234978760705,0.0,47,47,47,19,3
-4.498399824774619,0.0,48,51,51,45,3
-3.378504945556142,0.0,49,49,49,61,3
-0.8802724827740032,0.35115491649306013,50,5,5,31,3
-0.8802724827740032,-0.35115491649306013,51,50,50,58,3
-0.3357807769009038,0.3914428525196522,52,52,52,41,3
-0.3357807769009038,-0.3914428525196522,53,41,41,71,3
-0.2471981700946391,0.346121679468328,54,79,79,18,3
-0.2471981700946391,-0.346121679468328,55,18,18,36,3
-0.29486923332624104,0.2955054336648966,56,56,56,84,3
-0.29486923332624104,-0.2955054336648966,57,57,57,22,3
-0.2619813478457308,0.23074563263919848,58,58,58,77,3
-0.2619813478457308,-0.23074563263919848,59,59,59,80,3
-0.07512511473287416,0.0,85,84,84,81,3
-0.33430001761233286,0.0,83,22,22,72,3
-1.986325165145979,0.0,68,13,13,23,3
-1.9891214008014195,0.0,65,63,63,66,3
-1.9976540757291228,0.0,66,73,73,70,3
-1.9927482760931419,0.0,60,65,65,65,3
-0.24770695704184556,0.05084218030357021,64,66,66,68,3
-0.24770695704184556,-0.05084218030357021,67,60,60,47,3
-0.1525805693484834,0.0,79,42,42,67,3
-1.995155703543633,0.0,61,69,69,11,3
-1.9969760415658033,0.0,69,70,70,48,3
-0.21024325328393834,0.0,71,71,71,6,3
-0.19778940149351265,0.0,72,72,72,8,3
-0.19894862210766046,0.0,74,74,74,60,3
-0.19939706247160044,0.0,82,82,82,51,3
-0.19954288331174466,0.0,70,67,67,46,3
-10.0,0.0,44,68,68,83,3
-0.1,0.0,77,78,78,25,3
-5.0,0.0,78,6,6,13,3
-0.00010001000100010001,0.0,86,77,77,32,3
-0.00010001000100010001,0.0,62,62,62,27,3
-0.00010001000100010001,0.0,84,76,76,28,3
-0.00010001000100010001,0.0,81,23,23,3,3
-0.00010001000100010001,0.0,80,80,80,76,3
-0.00010001000100010001,0.0,73,86,86,30,3
-0.00010001000100010001,0.0,63,54,54,42,3
-0.00010001000100010001,0.0,75,85,85,33,3
-52.86450310933935,0.0,0,78,78,51,4
-0.7529893907913507,33.134340017104655,1,1,1,58,4
-0.7529893907913507,-33.134340017104655,2,3,3,1,4
-0.9743925296271301,24.35434640859141,3,2,2,12,4
-0.9743925296271301,-24.35434640859141,4,4,4,32,4
-35.33901873612435,0.0,21,8,8,79,4
-0.6083753557544842,18.065132054249815,5,60,60,50,4
-0.6083753557544842,-18.065132054249815,6,23,23,15,4
-0.7461943749953203,17.068267913319083,7,67,67,47,4
-0.7461943749953203,-17.068267913319083,8,9,9,6,4
-13.633789554515186,12.323402249110996,32,11,11,17,4
-13.633789554515186,-12.323402249110996,33,10,10,57,4
-33.36310051818722,0.004237073823034768,23,12,12,81,4
-33.36310051818722,-0.004237073823034768,24,53,53,64,4
-25.071266938942983,3.7515942859501816,17,68,68,48,4
-25.071266938942983,-3.7515942859501816,18,77,77,53,4
-33.37958090312631,0.0,25,16,16,28,4
-33.375411972017076,0.0012865501361367681,11,17,17,40,4
-33.375411972017076,-0.0012865501361367681,22,55,55,39,4
0.018564102144717376,14.04657311237859,9,19,19,9,4
0.018564102144717376,-14.04657311237859,10,20,20,72,4
-33.372909564812396,0.0,26,21,21,73,4
-1.1897064692322572,14.232038268360899,13,81,81,59,4
-1.1897064692322572,-14.232038268360899,14,54,54,55,4
-25.31707497521371,1.641474025279448,19,24,24,3,4
-25.31707497521371,-1.641474025279448,20,25,25,0,4
-0.6404442907713038,13.108014605865648,15,26,26,37,4
-0.6404442907713038,-13.108014605865648,16,27,27,82,4
-24.22061911443863,0.0,12,28,28,62,4
-24.581621920035566,0.0,31,29,29,38,4
-24.441339906126004,0.0,30,30,30,76,4
-24.53097925761585,0.0,29,31,31,16,4
-24.548371639352837,0.0,28,32,32,69,4
-14.837679053758851,2.3472370080957794,34,33,33,63,4
-14.837679053758851,-2.3472370080957794,35,34,34,8,4
-14.258357142919145,0.0,36,35,35,30,4
-12.503000558434419,0.7955095560493468,37,61,61,56,4
-12.503000558434419,-0.7955095560493468,27,44,44,42,4
-11.40683533633442,0.5982864770182568,38,14,14,43,4
-11.40683533633442,-0.5982864770182568,39,79,79,67,4
-10.072090479861327,0.0,42,40,40,85,4
-11.576823286198383,0.0,41,36,36,18,4
-11.558994467293344,0.0,45,64,64,54,4
-10.832699214788773,0.0,43,43,43,41,4
-8.542233973472687,0.0,76,42,42,19,4
-9.193067295459326,0.0,46,45,45,10,4
-7.228318857160754,0.0,40,46,46,24,4
-5.541601940018465,0.0,47,47,47,60,4
-4.481466934909597,0.0,48,51,51,25,4
-3.3607297860950736,0.0,49,49,49,35,4
-0.8691712649779851,0.3554290944940617,50,5,5,4,4
-0.8691712649779851,-0.3554290944940617,51,50,50,75,4
-0.3294734656742184,0.38964327154603867,52,52,52,33,4
-0.3294734656742184,-0.38964327154603867,53,41,41,11,4
-0.2394652084741852,0.3477969923240066,54,0,0,68,4
-0.2394652084741852,-0.3477969923240066,55,18,18,52,4
-0.2897663826650493,0.2909108152046663,56,56,56,31,4
-0.2897663826650493,-0.2909108152046663,57,57,57,5,4
-0.025589392370786543,0.0,58,58,58,45,4
-0.2564369798650961,0.18930240208293486,59,59,59,49,4
-0.2564369798650961,-0.18930240208293486,85,84,84,27,4
-0.36457439832207256,0.0,62,48,48,61,4
-0.10885244083284985,0.0,79,13,13,7,4
-1.9853165509387567,0.0,65,63,63,14,4
-0.27632016125206377,0.0,67,73,73,22,4
-0.2501308782717149,0.0,63,65,65,44,4
-1.9882860749097564,0.0,68,66,66,34,4
-1.9975264829059602,0.0,60,37,37,2,4
-1.992754082949447,0.0,66,76,76,26,4
-1.9969135016869843,0.0,61,69,69,13,4
-1.994943996874673,0.0,69,70,70,74,4
-0.20535873395625884,0.0,71,71,71,84,4
-0.19718703989523317,0.0,72,72,72,80,4
-0.1988611558866054,0.0,74,74,74,86,4
-0.199536430287283,0.0,64,62,62,77,4
-0.19935772170813987,0.0,70,75,75,21,4
-10.0,0.0,44,6,6,71,4
-0.1,0.0,77,39,39,29,4
-5.0,0.0,78,15,15,46,4
-0.00010001000100010001,0.0,86,38,38,70,4
-0.00010001000100010001,0.0,81,7,7,78,4
-0.00010001000100010001,0.0,82,22,22,20,4
-0.00010001000100010001,0.0,84,83,83,36,4
-0.00010001000100010001,0.0,73,86,86,83,4
-0.00010001000100010001,0.0,80,80,80,66,4
-0.00010001000100010001,0.0,75,85,85,23,4
-0.00010001000100010001,0.0,83,82,82,65,4
-52.7982360411699,0.0,0,54,54,78,5
-0.7223432798112541,33.642720534420604,1,1,1,64,5
-0.7223432798112541,-33.642720534420604,2,3,3,41,5
-1.0348944344940372,24.545428725201653,3,2,2,29,5
-1.0348944344940372,-24.545428725201653,4,4,4,19,5
-35.190712758252324,0.0,21,8,8,16,5
-0.6199318869171537,18.283014864773072,5,38,38,45,5
-0.6199318869171537,-18.283014864773072,6,7,7,9,5
-0.7905366451872933,17.380179944393063,7,67,67,25,5
-0.7905366451872933,-17.380179944393063,8,9,9,34,5
-0.009746161428181743,14.588543983660559,9,11,11,55,5
-0.009746161428181743,-14.588543983660559,10,10,10,7,5
-1.2241872568924799,14.624622485437973,13,12,12,48,5
-1.2241872568924799,-14.624622485437973,14,53,53,63,5
-25.031787288928804,3.822364740873232,17,39,39,2,5
-25.031787288928804,-3.822364740873232,18,15,15,14,5
-12.175070305184262,11.314109091958839,32,16,16,10,5
-12.175070305184262,-11.314109091958839,33,17,17,28,5
-0.6902445950508,13.466542437976624,15,55,55,11,5
-0.6902445950508,-13.466542437976624,16,19,19,79,5
-25.28043244309155,1.6457277845516316,19,20,20,46,5
-25.28043244309155,-1.6457277845516316,20,21,21,53,5
-33.361891803733045,0.003585526598953936,22,81,81,86,5
-33.361891803733045,-0.003585526598953936,24,86,86,58,5
-33.37893781477742,0.0,25,24,24,73,5
-33.37495613153122,0.0010892407481563593,11,25,25,66,5
-33.37495613153122,-0.0010892407481563593,26,26,26,61,5
-24.193240714591976,0.0,12,27,27,82,5
-33.37256623027151,0.0,23,28,28,62,5
-24.438823682208643,0.0,31,29,29,24,5
-24.57980523309328,0.0,30,30,30,4,5
-24.52762268507665,0.0,29,31,31,3,5
-24.53656750863429,0.0,28,32,32,20,5
-14.834785059121621,2.056639426309489,34,33,33,52,5
-14.834785059121621,-2.056639426309489,35,34,34,67,5
-15.160880042261956,0.0,36,35,35,1,5
-13.845781291442139,0.0,37,61,61,59,5
-12.919847769595716,0.0,27,44,44,31,5
-11.476900927055127,0.4530193714740898,38,14,14,44,5
-11.476900927055127,-0.4530193714740898,39,6,6,76,5
-10.064955680883527,0.0,42,40,40,85,5
-10.85002766991391,0.0,41,36,36,71,5
-8.594019397496663,0.0,45,64,64,13,5
-11.642527342059015,0.0,43,43,43,32,5
-9.219955423809395,0.0,76,42,42,50,5
-11.560169659831729,0.0,46,45,45,39,5
-7.173482929005422,0.0,40,46,46,40,5
-5.5228685958648605,0.0,47,47,47,77,5
-4.499387239888462,0.0,49,49,49,8,5
-3.375545395481581,0.0,48,51,51,68,5
-0.8755308095250762,0.3518094279536561,50,5,5,70,5
-0.8755308095250762,-0.3518094279536561,51,50,50,5,5
-0.3329876398728301,0.3904602193318029,62,62,62,23,5
-0.3329876398728301,-0.3904602193318029,53,41,41,51,5
-0.24452070144564964,0.3465587022935261,79,78,78,0,5
-0.24452070144564964,-0.3465587022935261,55,18,18,65,5
-0.2929609550278508,0.2934460005145861,56,56,56,81,5
-0.2929609550278508,-0.2934460005145861,57,57,57,72,5
-0.25899283455002614,0.2102474817234167,58,58,58,36,5
-0.25899283455002614,-0.2102474817234167,59,59,59,18,5
-0.056146594516822836,0.0,85,84,84,54,5
-0.3460662526997128,0.0,73,52,52,84,5
-1.9859607090318148,0.0,66,63,63,80,5
-1.9888335052577577,0.0,65,13,13,30,5
-0.13095382183541043,0.0,67,73,73,47,5
-1.9927558684401838,0.0,60,65,65,42,5
-1.9975949481882245,0.0,68,0,0,27,5
-1.9950813492207413,0.0,69,37,37,60,5
-1.996956278985035,0.0,61,75,75,33,5
-0.2571126897977297,0.028420277247192493,86,69,69,35,5
-0.2571126897977297,-0.028420277247192493,70,70,70,69,5
-0.20764014055490207,0.0,71,71,71,57,5
-0.19750511442249621,0.0,72,72,72,12,5
-0.1989141722261314,0.0,74,74,74,56,5
-0.19954032368223068,0.0,80,80,80,43,5
-0.19937975285335946,0.0,54,60,60,37,5
-10.0,0.0,44,66,66,38,5
-0.1,0.0,77,79,79,15,5
-5.0,0.0,78,77,77,17,5
-0.00010001000100010001,0.0,63,68,68,74,5
-0.00010001000100010001,0.0,52,48,48,49,5
-0.00010001000100010001,0.0,83,82,82,6,5
-0.00010001000100010001,0.0,64,23,23,26,5
-0.00010001000100010001,0.0,82,22,22,83,5
-0.00010001000100010001,0.0,84,83,83,21,5
-0.00010001000100010001,0.0,81,76,76,75,5
-0.00010001000100010001,0.0,75,85,85,22,5
-52.72860881902457,0.0,0,54,54,86,6
-0.7097936420316868,34.19699230317131,1,1,1,53,6
-0.7097936420316868,-34.19699230317131,2,3,3,42,6
-1.0946672618339468,24.795653134940913,3,2,2,33,6
-1.0946672618339468,-24.795653134940913,4,4,4,52,6
-35.02938900907143,0.0,21,62,62,74,6
-0.6298776321232773,18.528815465247845,5,14,14,0,6
-0.6298776321232773,-18.528815465247845,6,7,7,84,6
-0.8420088446161451,17.664106497119977,7,67,67,27,6
-0.8420088446161451,-17.664106497119977,8,9,9,20,6
-0.03376666880109491,15.167668397974067,9,11,11,54,6
-0.03376666880109491,-15.167668397974067,10,10,10,56,6
-1.2692356832089633,14.985829991194754,13,12,12,48,6
-1.2692356832089633,-14.985829991194754,14,53,53,76,6
-25.0160501816238,3.9273339406973693,17,6,6,39,6
-25.0160501816238,-3.9273339406973693,18,15,15,51,6
-25.246051992601025,1.6475929111946526,19,16,16,16,6
